anchor_id,proposed_id,title,role,rationale_ko,source,line_start,line_end,excerpt,linked_item_ids,prior_proof_statuses,proof_support,novelty_assessment
role-1d415c875b9e22f7,,PR257Orbit.dot_mv,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",165,174,"theorem dot_mv {R : Mat3} (hR : O3 R) (u v : Vec3) :
    dot (mv R u) (mv R v) = dot u v := by
  calc
    dot (mv R u) (mv R v)
        = dot u (mv (transpose R) (mv R v)) := dot_mv_adjoint _ _ _
    _ = dot u (mv (mm (transpose R) R) v) := by
          rw [mv_assoc]
    _ = dot u (mv ident v) := by rw [hR.rt_mul_r]
    _ = dot u v := by rw [mv_ident]
","[""d91fd6284e1e2dd923454bb009b01aae""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-40e323c0b09300a4,,PR257Orbit.trace_sigmaAction,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",203,211,"theorem trace_sigmaAction {R : Mat3} (hR : O3 R) (A : Mat3) :
    trace (sigmaAction R A) = trace A := by
  calc
    trace (sigmaAction R A)
        = trace (mm (transpose R) (mm R A)) := trace_cyclic _ _
    _ = trace (mm (mm (transpose R) R) A) := by rw [mm_assoc]
    _ = trace (mm ident A) := by rw [hR.rt_mul_r]
    _ = trace A := by rw [mm_ident_left]
","[""e28ccac02a3b30d8414fd561cfcd0f94""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-2d502b0eb33b166f,,PR257Orbit.dot_vscale_right,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",274,277,"theorem dot_vscale_right (a : Rat) (u v : Vec3) :
    dot u (vscale a v) = a * dot u v := by
  grind [dot, vscale]
","[""ec6e7b5b79ff45aa55d58d6092a4db2c""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-538ba5c8f32f203b,,PR257Orbit.mv_madd,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",282,285,"theorem mv_madd (A B : Mat3) (u : Vec3) :
    mv (madd A B) u = vadd (mv A u) (mv B u) := by
  apply Vec3.extensionality <;> grind [mv, madd, vadd]
","[""56a858d37bd9aaa57d87ed1c4a87d5e4""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-3ad05304ff0e2e18,,PR257Orbit.mv_mscale,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",286,289,"theorem mv_mscale (a : Rat) (A : Mat3) (u : Vec3) :
    mv (mscale a A) u = vscale a (mv A u) := by
  apply Vec3.extensionality <;> grind [mv, mscale, vscale]
","[""623ffa8aedbf93b7ca57245322a805f5""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-a342638d2b0c619a,,PR257Orbit.dot_vadd_right,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",290,293,"theorem dot_vadd_right (u v w : Vec3) :
    dot u (vadd v w) = dot u v + dot u w := by
  grind [dot, vadd]
","[""d77f030196588776a45796d4f06f4826""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-5d8fc2aced75db73,,PR257Orbit.fixed_tr_sigma2,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",446,446,theorem fixed_tr_sigma2 : tr2 fixedSigma = 14 := by native_decide,"[""1896e57cd27670e20f966b5791766b4f""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-d39b8ed959795a84,,PR257Orbit.fixed_tr_sigma3,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",447,447,theorem fixed_tr_sigma3 : tr3 fixedSigma = -18 := by native_decide,"[""9d2b7d772213fe34361f6d9c0f92aac4""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-0b189742bcc53704,,PR257Orbit.fixed_beta2,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",448,448,theorem fixed_beta2 : beta2 fixedBeta = 3 := by native_decide,"[""7a9591e2986900fbd53bde4a6513e884""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-aa5dda2f9face489,,PR257Orbit.fixed_beta_sigma2_beta,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",451,452,"theorem fixed_beta_sigma2_beta :
    betaSigma2Beta fixedSigma fixedBeta = 14 := by native_decide","[""863db3f06d3662fd3f04611024a6ec21""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-0f9650ae9cb785a1,,PR257Orbit.fixed_beta_krylov_det,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",453,454,"theorem fixed_beta_krylov_det :
    betaKrylovDet fixedSigma fixedBeta = 20 := by native_decide","[""ce328fcb86aa69bf62ab9de535d7c276""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-9ec3f80db20ed5f4,,PR257Orbit.fixed_beta_sigma2_omega,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",464,466,"theorem fixed_beta_sigma2_omega :
    betaSigma2Omega fixedSigma fixedBeta fixedOmega = 36 := by native_decide
","[""1cdc27b9e2a49dfded8330ca39ee4c8a""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-3745322819312c03,,PR257Orbit.fixed_beta_sigma3_beta,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",474,475,"theorem fixed_beta_sigma3_beta :
    betaSigma3Beta fixedSigma fixedBeta = -18 := by native_decide","[""4e2c66e4632553a88f09971301c2319b""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-12105fde8fb2de59,,PR257Orbit.fixed_beta_sigma3_omega,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",478,479,"theorem fixed_beta_sigma3_omega :
    betaSigma3Omega fixedSigma fixedBeta fixedOmega = -64 := by native_decide","[""80be90e285330c61658fba7e1466fae4""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-9ee2ef099e5df542,,PR257Orbit.completeness_not_promoted,internal_auxiliary,검증 상태·명제 묶음·유한 타입 개수를 표현하는 내부 논리 보조정리다. 선언 본문의 대상은 새로운 물리 정리의 전체 범위가 아니다.,"{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",527,534,"theorem completeness_not_promoted :
    invariantRingCompletenessStatus = .UNPROVEN := rfl

/-!
  The eight contract-level checks are represented as propositions that are
  inhabited only because the load-bearing theorems above compiled.
-/
","[""e610bb1a772df8aaace2cbaf46b0eafd""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-8306412c3749551b,T7,T7. 임의 의존 하 e-값 병합의 본질적 유일성 (문헌 이식),supporting_known_result,T7은 원문이 “문헌 이식”이라고 명시하므로 표준/기존 결과 보조정리로만 분류한다.,"{""content_id"": ""70d95410bce7756cff0ae09ecb6c8b12122abf40b0ca2d2da0e3dd4dce23ac78:dd0517db"", ""git_blob"": ""57cadc66d14e7a1ad4bf7910fd7d039d002866c7"", ""id"": ""e91b07f2be2abc11952f67f5683a10eb"", ""observed_commit"": ""373941f2768511cdb3612c1e5b450d4da22a486b"", ""path"": ""docs/audits/external_2026-07-09/referee_fortification/03_theorem_candidates_ko.md"", ""source_id"": ""htt_base""}",142,149,"## T7. 임의 의존 하 e-값 병합의 본질적 유일성 (문헌 이식)

**진술.** Vovk–Wang의 정리를 프로그램 어휘로 이식: ""임의 의존 e-값들에 대해 admissible한 대칭 병합 함수는 convex 결합(과 그 지배 함수)뿐이다."" 따라서 P29의 convex 병합 선택은 임의가 아니라 **본질적으로 유일**하다.
**증명 스케치.** 문헌 정리 인용 + 프로그램의 finite-cover 세팅으로의 사상(셀 e-값의 교환 가능성 확인)만 필요. 새 증명 부담 없음.
**난이도**: 하 (이식). **역할**: P29 선택의 최적성 주장 — ""왜 곱이 아니라 합인가""라는 표준 심사 질문의 선제 차단(독립 시에는 곱이 우월하나 의존 미지 시 합이 유일 admissible). **검증 훅**: exp05 (ρ=0.9 최대 의존에서 합 병합 유효 확인).

---
",[],{},NOT_ESTABLISHED_FOR_THIS_PROPOSAL,NOT_EVALUATED
role-94f40bef9b3df71a,,full_fixture_rank,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""4c1db75bab9aedee0a06b27c14799d303285dd7a6bffa23e33deb9cfe3cd0a60:ad208a43"", ""git_blob"": ""d3de66b7079f74a8721a3a3f145186597f6d8d24"", ""id"": ""539b86fe47ad70695b8938afaa110f2c"", ""observed_commit"": ""b5ebf80ded7b4d31e3c480d750ccbccaff60b961"", ""path"": ""docs/generated/mes_local_global_response/cas/axes/lean/PR328LocalGlobal.lean"", ""source_id"": ""htt_base""}",97,99,"theorem full_fixture_rank : fullFixture.rank = 2 := by
  simp [fullFixture]
","[""5e9cb89714562af70d56ff76eb7f3fa4""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-986d9a91c3f3be1b,,partial_fixture_rank,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""4c1db75bab9aedee0a06b27c14799d303285dd7a6bffa23e33deb9cfe3cd0a60:ad208a43"", ""git_blob"": ""d3de66b7079f74a8721a3a3f145186597f6d8d24"", ""id"": ""539b86fe47ad70695b8938afaa110f2c"", ""observed_commit"": ""b5ebf80ded7b4d31e3c480d750ccbccaff60b961"", ""path"": ""docs/generated/mes_local_global_response/cas/axes/lean/PR328LocalGlobal.lean"", ""source_id"": ""htt_base""}",100,103,"theorem partial_fixture_rank : partialFixture.rank = 1 := by
  rw [partialFixture, Matrix.rank_diagonal]
  native_decide
","[""b788567133e62076655cda2d1e2723f0""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-0534600409804efd,,zero_fixture_rank,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""4c1db75bab9aedee0a06b27c14799d303285dd7a6bffa23e33deb9cfe3cd0a60:ad208a43"", ""git_blob"": ""d3de66b7079f74a8721a3a3f145186597f6d8d24"", ""id"": ""539b86fe47ad70695b8938afaa110f2c"", ""observed_commit"": ""b5ebf80ded7b4d31e3c480d750ccbccaff60b961"", ""path"": ""docs/generated/mes_local_global_response/cas/axes/lean/PR328LocalGlobal.lean"", ""source_id"": ""htt_base""}",104,117,"theorem zero_fixture_rank : zeroFixture.rank = 0 := by
  simp [zeroFixture]

/-! ## Conditional composition bound and strict nonidentification -/

universe u

section ConditionalRank

variable {K E F G : Type u} [DivisionRing K]
variable [AddCommGroup E] [Module K E]
variable [AddCommGroup F] [Module K F]
variable [AddCommGroup G] [Module K G]
","[""c03b428acdb6a208d0d19ff4fa3f8221""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-1f932b980438e165,,Pr171TiltRelaxation.stableFixture,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""cb0efdb99d4bd4dafaf600c8ad819fffe08f2a57e34c49e2a3830525e8461797:ad208a43"", ""git_blob"": ""e2691e1664dcfe7a71bb5b68da1b49bdf7614364"", ""id"": ""fca4799d957c0caac5f76498bd217820"", ""observed_commit"": ""b8a857742bd6c2d727ea2009f6e8a341a031b120"", ""path"": ""docs/generated/pr171_cas/generation_3/source_snapshot/formal_pr171/Pr171TiltRelaxation/Basic.lean"", ""source_id"": ""htt_base""}",32,36,"theorem stableFixture :
    dragTrace (1/4) (1/2) (1/3) = (-25/12 : ℚ) ∧
    dragDet (1/4) (1/2) (1/3) = (5/6 : ℚ) := by
  norm_num [dragTrace, dragDet]
","[""558137ac617f63042b82c3ac8a83a27a""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-e4a0605202c791c4,,product_fixture_exact,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": ""df76a2acdfb77c78442010c68914cdddba01c587"", ""id"": ""9762f31744644e5e3265ee109f5d20a8"", ""observed_commit"": ""8aa8d7357e9dce80e54b0b0197fe71365a771f02"", ""path"": ""docs/generated/pr254_anchor_geometry/axes/lean/PR254R3LeanAxis.lean"", ""source_id"": ""htt_base""}",82,88,"theorem product_fixture_exact : productFixtureGauge = (5 : ℝ) / 2 := by
  have h25 : Real.sqrt (25 : ℝ) = 5 := by norm_num
  have h64 : Real.sqrt (64 : ℝ) = 8 := by norm_num
  norm_num [productFixtureGauge, h25, h64]

/-! ## Positive-definite ellipsoid -/
","[""39a937486b1d0b224d84676848f88b86""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-684daed5b2747228,,ellipsoid_fixture_exact,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": ""df76a2acdfb77c78442010c68914cdddba01c587"", ""id"": ""9762f31744644e5e3265ee109f5d20a8"", ""observed_commit"": ""8aa8d7357e9dce80e54b0b0197fe71365a771f02"", ""path"": ""docs/generated/pr254_anchor_geometry/axes/lean/PR254R3LeanAxis.lean"", ""source_id"": ""htt_base""}",148,154,"theorem ellipsoid_fixture_exact :
    quadraticForm ellipsoidFixtureQ ellipsoidFixtureU = 1 := by
  rw [ellipsoid_fixture_form]
  norm_num [ellipsoidFixtureU]

/-! ## Certified centrally symmetric spanning H-polytope -/
","[""2dcfd11fdda7506135ead3543b0f5eba""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-add01c3bb0772b63,,polytope_fixture_exact,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": ""df76a2acdfb77c78442010c68914cdddba01c587"", ""id"": ""9762f31744644e5e3265ee109f5d20a8"", ""observed_commit"": ""8aa8d7357e9dce80e54b0b0197fe71365a771f02"", ""path"": ""docs/generated/pr254_anchor_geometry/axes/lean/PR254R3LeanAxis.lean"", ""source_id"": ""htt_base""}",243,275,"theorem polytope_fixture_exact :
    polytopeGauge polytopeFixture polytopeFixtureU = (1 : ℝ) / 2 := by
  apply le_antisymm
  · apply max_le
    · apply (finiteMax_le_iff
        (fun i =>
          dotProduct (polytopeFixture.normal i) polytopeFixtureU /
            polytopeFixture.bound i) ((1 : ℝ) / 2)).mpr
      intro i
      fin_cases i <;>
        norm_num [polytopeFixture, polytopeFixtureNormals,
          polytopeFixtureBounds, polytopeFixtureU, dotProduct,
          Fin.sum_univ_two]
    · norm_num
  · have hterm :
        dotProduct (polytopeFixture.normal 0) polytopeFixtureU /
            polytopeFixture.bound 0 ≤
          finiteMax (fun i =>
            dotProduct (polytopeFixture.normal i) polytopeFixtureU /
              polytopeFixture.bound i) :=
      le_finiteMax
        (fun i =>
          dotProduct (polytopeFixture.normal i) polytopeFixtureU /
            polytopeFixture.bound i) 0
    have hraw : (1 : ℝ) / 2 ≤ rawPolytopeGauge
        polytopeFixture polytopeFixtureU := by
      simpa [rawPolytopeGauge, polytopeFixture, polytopeFixtureNormals,
        polytopeFixtureBounds, polytopeFixtureU, dotProduct,
        Fin.sum_univ_two] using hterm
    exact hraw.trans (le_max_left _ _)

/-! ## One-way outer-envelope implication -/
","[""ea657d518434294e1ee11f45b3a71ef1""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-2b82dda709b5a5ac,,rank_fixture_submatrix,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": ""df76a2acdfb77c78442010c68914cdddba01c587"", ""id"": ""9762f31744644e5e3265ee109f5d20a8"", ""observed_commit"": ""8aa8d7357e9dce80e54b0b0197fe71365a771f02"", ""path"": ""docs/generated/pr254_anchor_geometry/axes/lean/PR254R3LeanAxis.lean"", ""source_id"": ""htt_base""}",343,348,"theorem rank_fixture_submatrix :
    rankFixtureR.submatrix firstTwoRows id = rankFixtureS := by
  ext i j
  fin_cases i <;> fin_cases j <;>
    simp [rankFixtureR, rankFixtureS, firstTwoRows]
","[""c29d15e9d066e40d8d223ab74e72d1fd""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-fc295cd90fda21cb,,rank_fixture_S_det,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": ""df76a2acdfb77c78442010c68914cdddba01c587"", ""id"": ""9762f31744644e5e3265ee109f5d20a8"", ""observed_commit"": ""8aa8d7357e9dce80e54b0b0197fe71365a771f02"", ""path"": ""docs/generated/pr254_anchor_geometry/axes/lean/PR254R3LeanAxis.lean"", ""source_id"": ""htt_base""}",349,351,"theorem rank_fixture_S_det : rankFixtureS.det = 1 := by
  norm_num [rankFixtureS, Matrix.det_fin_two]
","[""e98fb9eebd74faf0c5c03a5c0dd1d071""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-7630fda51051ab4d,,rank_fixture_S_isUnit,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": ""df76a2acdfb77c78442010c68914cdddba01c587"", ""id"": ""9762f31744644e5e3265ee109f5d20a8"", ""observed_commit"": ""8aa8d7357e9dce80e54b0b0197fe71365a771f02"", ""path"": ""docs/generated/pr254_anchor_geometry/axes/lean/PR254R3LeanAxis.lean"", ""source_id"": ""htt_base""}",352,355,"theorem rank_fixture_S_isUnit : IsUnit rankFixtureS.det := by
  rw [rank_fixture_S_det]
  exact isUnit_one
","[""c437ea70c28a1299c62930e980278125""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
