pr_id,wave,owner,level,risk,current_status,title,depends,disposition,phase,start_condition,maximum_post_replay_claim,rationale
PR-129,15,OBSSTAT,L2,medium,completed,NTA3 estimator/domain registry와 universal-floor 금지,PR-124;PR-125,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-130,15,OBSSTAT,L2,medium,completed,Low-multipole convergence와 statistical sufficiency의 분리,PR-128;PR-129,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-131,15,COMMON,L2,high,completed,Near-FLRW symbolic expansion과 singular-boundary map,PR-124;PR-125;PR-126;PR-127;PR-128,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-132,15,COMMON,L2,high,completed,Interval/high-precision remainder certification과 uncertainty propagation,PR-131,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-133,15,COMMON,L2,high,completed,"Local observer boost, global tilt와 source-response type system",PR-125;PR-127;PR-132,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-134,16,COMMON,L3,high,completed,"Estimand, population, dependency, selection와 nuisance registry",PR-122;PR-125;PR-133,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-135,16,OBSSTAT,L3,medium,completed,Exchangeable observation-inclusive finite-null global ranking,PR-123;PR-134,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-136,16,HTT,L3,high,completed,Generic partial-identification와 identified-set engine,PR-127;PR-134,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-137,16,HTT,L3,high,completed,Weak-identification boundary와 grid-conditional simultaneous coverage,PR-123;PR-135;PR-136,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-138,16,HTT,L3,high,completed,"Lineage-bound posterior draws, SBC와 실제 replicated-data PPC",PR-122;PR-134;PR-137,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-139,17,HTT,L3,high,completed,Dependency-aware holdout와 train-only refit,PR-134;PR-138,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-140,17,HTT,L3,high,completed,Normalized-prior coherent evidence와 두 독립 engine,PR-122;PR-134;PR-138;PR-139,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-141,17,HTT,L3,high,completed,Contamination-aware local/global mixture와 mandatory abstention,PR-133;PR-136;PR-137;PR-138;PR-139;PR-140,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-142,17,MIO,L3,high,completed,MIO joint-measure `F/Pi/G_F` invariance와 matched-null calibration,PR-134;PR-135;PR-136;PR-137;PR-141,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-143,17,COMMON,L3,high,completed,통합 synthetic calibration과 hostile statistical adjudication,PR-135;PR-136;PR-137;PR-138;PR-139;PR-140;PR-141;PR-142,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-144,18,OBSSTAT,L3,medium,completed,Authenticated CF4 row/group/selection manifest,PR-120;PR-134;PR-143,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-145,18,OBSSTAT,L3,high,completed,Radial-monopole와 velocity-shape estimator mechanics,PR-123;PR-134;PR-135;PR-136;PR-137;PR-144,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-146,18,OBSSTAT,L3,high,completed,"Correlated-flow, distance-error, selection/grouping E2E mocks",PR-123;PR-135;PR-137;PR-144;PR-145,FROM_RAW_AND_FRESH_SYNTHETIC,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-147,18,HTT,L3,high,completed,Nuisance-augmented CF4 identified sets,PR-136;PR-137;PR-145;PR-146,FROM_RAW_AND_FULL_REFIT,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-148,18,HTT,L3,high,completed,Depth-resolved `fσ8`와 same-data joint covariance bound,PR-139;PR-140;PR-141;PR-147,FROM_RAW_AND_FULL_REFIT,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-149,19,OBSSTAT,L3,high,completed,"Planck/K1 canonical convention, mask와 transfer path",PR-123;PR-125;PR-135;PR-143,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-150,19,OBSSTAT,L3,high,completed,K1 exchangeable global scan과 Planck E2E calibration,PR-135;PR-149,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-151,19,OBSSTAT,L3,high,background_acquisition,DESI exact-selection mock와 per-mock refit,PR-134;PR-135;PR-143,RESUME_COMPLETE_THEN_FROM_RAW,4-data-admission,NERSC return + complete official acquisition; partial use forbidden,NO_CLAIM_UNTIL_COMPLETE_ADMISSION,"Resume the live acquisition only; after terminal completeness, re-admit and rerun from raw."
PR-152,19,OBSSTAT,L3,high,completed,ACT raw-QE acquisition gate와 release-simulation cross-fit,PR-135;PR-143,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-153,19,OBSSTAT,L3,high,completed,"JWST authenticated row, crossmatch와 calibration manifest",PR-122;PR-134;PR-143,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-154,20,HTT,L3,high,completed,JWST hierarchical covariance forecast,PR-138;PR-139;PR-153,FROM_RAW_AND_FULL_REFIT,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-155,20,HTT,L3,high,pending,Cross-survey direction negative controls와 joint covariance,PR-148;PR-150;PR-151;PR-152;PR-153;PR-154,REBASE_THEN_FROM_RAW_AND_FULL_REFIT,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-156,20,HTT,L3,high,pending,Multi-probe response-rank와 held-out local/global/systematics injection,PR-133;PR-141;PR-143;PR-155,REBASE_THEN_FROM_RAW_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-157,20,COMMON,L3,medium,pending,Pre-solver independent finding adjudication,PR-143;PR-144;PR-145;PR-146;PR-147;PR-148;PR-149;PR-150;PR-151;PR-152;PR-153;PR-154;PR-155;PR-156,REBASE_THEN_REGENERATE,8-reporting,formal DAG replan on current vector/tensor contracts and all dependencies green,INHERITS_LOWEST_UPSTREAM_CEILING,Regenerate only after all upstream receipts are current; figures and prose may not exceed their source evidence.
PR-158,20,COMMON,L3,high,pending,검증된 claim만 사용하는 methods/negative-audit manuscript rebuild,PR-157,REBASE_THEN_REGENERATE,8-reporting,formal DAG replan on current vector/tensor contracts and all dependencies green,INHERITS_LOWEST_UPSTREAM_CEILING,Regenerate only after all upstream receipts are current; figures and prose may not exceed their source evidence.
PR-159,21,BASS,L4,low,dormant_external,Authenticated native-delivery intake,PR-122;PR-124;PR-125,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-160,21,BASS,L4,high,dormant_external,Producer/consumer transport conformance와 closure rejection challenge,PR-159;PR-121;PR-122;PR-123;PR-124;PR-125;PR-133,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-161,21,BASS,L4,high,dormant_external,"Atlas convergence, interpolation, versioning와 held-out samples",PR-127;PR-133;PR-160,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-162,21,OBSSTAT,L4,high,dormant_external,Matched-mask/null/covariance native morphology features,PR-150;PR-155;PR-161,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-163,21,COMMON,L4,high,dormant_external,Blinded morphology-equivalence challenge,PR-127;PR-133;PR-161;PR-162,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-164,21,HTT,L4,high,dormant_external,HTT set-valued equivalence inference와 mandatory abstention,PR-140;PR-141;PR-142;PR-143;PR-163,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-165,21,COMMON,L4,high,dormant_external,외부 독립 validation과 family-identification gate 심사,PR-164,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-166,21,COMMON,L4,high,dormant_external,Post-native publication adjudication,PR-165,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-167,22,COMMON,L1,low,completed,Advocate divergence intake + spec/subagent 실행계약 + gate-off quarantine,PR-119;PR-154,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-168,23,COMMON,L1,low,completed,MES four-acceleration honesty theorem + `bounds.py` 결함 수정,PR-124;PR-167,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-169,23,COMMON,L2,medium,completed,Unsigned isotropy-leakage ceiling `M_max`와 Nilsson-class witnesses,PR-126;PR-127;PR-167,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-170,23,COMMON,L2,high,completed,Buchert covariant home + two-patch cancellation obstruction,PR-124;PR-126;PR-167,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-171,23,COMMON,L2,medium,completed,Khronon / non-comoving dark-sector shear-leakage no-go ceiling,PR-125;PR-167,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-172,24,COMMON,L1,medium,blocked,Physics-invariant symmetry-transform metamorphic battery + B-parity MR,PR-123;PR-167,REPAIR_THEN_RERUN,1-harness-gates,repair collection/import and symmetry-contract blocker,MECHANICS_ONLY_UNTIL_REPLAY,"Resolve the blocked metamorphic battery, then rerun all dependent parity/symmetry checks."
PR-173,24,OBSSTAT,L1,medium,completed,Monte-Carlo finite-ensemble error-budget certifier (fail-closed infra),PR-135;PR-167,FRESH_SYNTHETIC,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-174,24,COMMON,L2,medium,completed,SW-only real-space anisotropic ray-integration mechanics (hypothesis_only),PR-167,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-175,24,COMMON,L2,medium,completed,Cross-engine Bianchi invariant mechanics from structure constants (hypothesis_only),PR-124;PR-167;PR-174,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-176,25,OBSSTAT,L2,medium,completed,Tsagas div(v) → q-dipole cross-falsifier (ad-hoc closure 제거),PR-133;PR-144;PR-146;PR-148;PR-167;PR-173,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-177,25,OBSSTAT,L2,medium,completed,ACT DR6 in-band kappa off-diagonal modulation diagnostic (release-simulation-conditional),PR-152;PR-167;PR-173,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-178,25,OBSSTAT,L2,medium,pending,DESI number-count dipole redshift tomography,PR-151;PR-155;PR-156;PR-157;PR-158;PR-167,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-179,25,OBSSTAT,L2,medium,completed,"Reconstruction-independent directional cosmography {H(n̂), q(n̂)} (raw CF4)",PR-134;PR-135;PR-139;PR-144;PR-167;PR-173,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-180,26,OBSSTAT,L2,medium,completed,Exact zero-parameter boost-BipoSH residual excitation vector,PR-134;PR-149;PR-150;PR-167;PR-172;PR-173;PR-184,FROM_RAW_AND_FRESH_SYNTHETIC,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-181,26,HTT,L2,high,pending,Systematics-as-hypotheses normalized model competition (FPR calibration),PR-140;PR-141;PR-143;PR-155;PR-167;PR-173;PR-251,REBASE_THEN_FROM_RAW_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-182,27,COMMON,L1,low,completed,Solver-free parity theorem and handedness reference-signal registry (hypothesis_only),PR-167,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-183,27,BASS,L2,low,dormant_external,Native-dependent low-ell T/E coherence hypothesis-test interface,PR-159;PR-160;PR-161;PR-167,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-184,26,COMMON,L2,low,completed,B-projector axisymmetric-contract remediation (PR-172 follow-up),PR-172,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-185,28,COMMON,L2,R1,completed,External novelty × internal readiness dual-axis SSoT와 promotion engine,PR-184,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-186,28,COMMON,L2,R3-CAS,completed,"W² convention theorem, active-source regression repair와 전 consumer 재동결",PR-185,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-187,28,COMMON,L2,R3-CAS,completed,"Frame-indexed component algebra, signed-curvature carrier와 perturbative-order type system",PR-186,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-188,28,COMMON,L2,R2,completed,"Hermetic v10 successor build, load-bearing mutation firewall와 clean-data recipe",PR-185;PR-186;PR-187,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-189,29,HTT,L2,R3-CAS,completed,General joint feasible-set support theorem와 certified comparator optimizer,PR-187;PR-188,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-190,29,BASS,L2,R3-CAS+ODE,pending,Comparator endpoint의 full physical attainability와 dynamical sharpness programme,PR-187;PR-189;PR-249,REBASE_THEN_PROOF_READJUDICATION,2-proof-adjudication,formal DAG replan on current vector/tensor contracts and all dependencies green,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-191,29,BASS,L2,R3-CAS,pending,Rotating-congruence Gauss object의 canonicalization과 KE obstruction의 maximal-class theorem,PR-187;PR-190,REBASE_THEN_PROOF_READJUDICATION,2-proof-adjudication,formal DAG replan on current vector/tensor contracts and all dependencies green,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-192,29,BASS,L2,R3-CAS+validated numerics,pending,"OMK all-order invariant-manifold recurrence, resonance와 validated non-LRS extension",PR-187;PR-191,REBASE_THEN_PROOF_READJUDICATION,2-proof-adjudication,formal DAG replan on current vector/tensor contracts and all dependencies green,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-193,30,COMMON,L2,R3-CAS+source audit,pending,"MES full covariant hierarchy 재유도, intrinsic-dipole surface와 non-geodesic branch closure",PR-186;PR-187;PR-191;PR-248,REBASE_THEN_PROOF_READJUDICATION,2-proof-adjudication,formal DAG replan on current vector/tensor contracts and all dependencies green,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-194,30,BASS,L2,R3-CAS,pending,Exact observer-boost / matter-tilt / fingerprint bridge와 order-correct deprojection,PR-187;PR-193,REBASE_THEN_PROOF_READJUDICATION,2-proof-adjudication,formal DAG replan on current vector/tensor contracts and all dependencies green,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-195,30,HTT,L2,R2 theory+simulation,pending,Finite-volume bulk flow에서 homogeneous tilt로의 stochastic bridge theorem,PR-187;PR-194,REBASE_THEN_PROOF_READJUDICATION,2-proof-adjudication,formal DAG replan on current vector/tensor contracts and all dependencies green,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-196,30,BASS,L2,R3+external,dormant_external,Native/semi-native physical response Jacobian과 robust identifiability-rank theorem,PR-159;PR-160;PR-161;PR-187;PR-194;PR-195,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-197,31,OBSSTAT,L2,R2 statistics,completed,Cluster-exchangeable/split finite-null rank theorem와 symmetric scorer,PR-188,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-198,31,OBSSTAT,L2,R2 statistics+data,pending,"Even-L BiPoSH cross-fit, covariance uncertainty와 map-product replication",PR-197;PR-194,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-199,31,OBSSTAT,L2,R2 data+simulation,pending,Load-bearing zero-parameter boost residual: paired E2E difference test,PR-194;PR-197;PR-198,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
